ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
1094,Y,No,1520.0,Norm,Gd,Normal,2377,Inside,,WD ,0,OldTown,TA,60.0,CompShg,MetalSd,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,TA,432,TA,0,TA,0.0,0,0,Unf,8,1915,2009,0.0,,0,1,Gable,Min2,TA,TA,1520.0,SBrkr,0,1064,Norm,0.0,TA,0,RL,3,Grvl,2,5,Unf,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,528.0,0.0,4,Detchd,10410,1,1954.0,50,252,2357,174546
1095,Y,No,689.0,Norm,TA,Normal,1050,Inside,,WD ,0,NAmes,Gd,80.0,CompShg,MetalSd,CBlock,1Fam,1956,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1956,2009,0.0,,0,0,Hip,Typ,TA,TA,1257.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,1,6,Rec,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,338.0,568.0,5,Attchd,9600,1,1956.0,20,252,2094,159146
1096,Y,Mn,699.0,Norm,TA,Normal,1364,Corner,GdPrv,WD ,1,NAmes,Gd,70.0,CompShg,BrkFace,CBlock,1Fam,1957,0.0,,RFn,TA,AllPub,1Story,None,Gd,0,TA,0,Fa,0.0,0,0,Unf,6,1957,2006,0.0,,60,1,Gable,Typ,TA,TA,1386.0,SBrkr,0,0,Feedr,0.0,TA,0,RL,3,,1,5,BLQ,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,331.0,687.0,5,Attchd,8400,1,1957.0,20,252,2408,162556
1097,Y,Av,527.0,Norm,TA,Normal,960,Inside,,WD ,0,OldTown,TA,50.0,CompShg,Wd Sdng,CBlock,2fmCon,1955,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,5,1955,2006,0.0,,0,0,Hip,Typ,TA,TA,1167.0,FuseA,0,0,Norm,0.0,TA,0,RM,3,,1,7,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,576.0,640.0,5,Detchd,6000,1,1976.0,190,252,2004,166406
1098,Y,Av,1123.0,Norm,TA,Normal,1600,Inside,,WD ,1,Gilbert,Gd,57.0,CompShg,VinylSd,PConc,1Fam,1997,0.0,,Fin,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1997,2007,0.0,,38,1,Gable,Typ,TA,TA,1123.0,SBrkr,0,0,Norm,0.0,TA,100,RL,3,,2,5,Unf,Pave,8,2.0,IR1,HLS,GasA,Y,Gtl,VinylSd,460.0,0.0,6,Attchd,8773,1,1997.0,60,936,1960,203256
1099,N,No,856.0,Norm,TA,Normal,1317,Inside,MnPrv,WD ,0,IDOTRR,TA,50.0,CompShg,BrkFace,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2Story,None,,172,TA,0,TA,0.0,0,0,Unf,6,1920,2008,0.0,,54,0,Gambrel,Typ,Fa,Fa,856.0,SBrkr,0,0,Feedr,0.0,TA,0,C (all),3,Pave,1,4,Unf,Pave,7,1.0,Reg,Lvl,GasA,N,Gtl,BrkFace,250.0,0.0,4,Detchd,8500,1,1920.0,70,920,1693,61356
1100,Y,No,1017.0,Norm,Gd,Normal,1716,Inside,,WD ,0,BrkSide,Ex,60.0,CompShg,VinylSd,BrkTil,1Fam,2004,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,8,1915,2008,0.0,,195,0,Gable,Typ,Gd,TA,1017.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,Pave,2,4,Unf,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,672.0,0.0,6,Detchd,9144,1,1970.0,50,798,2214,196106
1101,Y,No,882.0,Norm,TA,Normal,2350,Inside,,WD ,0,OldTown,TA,60.0,CompShg,AsbShng,BrkTil,2fmCon,1960,0.0,,Unf,TA,AllPub,2Story,None,,219,TA,0,TA,0.0,0,0,Unf,10,1920,2008,0.0,,0,0,Gable,Typ,TA,TA,1180.0,FuseP,0,0,Norm,0.0,TA,0,RM,4,Grvl,2,5,Rec,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,AsbShng,393.0,298.0,5,2Types,9600,2,1930.0,190,1225,2421,160356
1102,Y,No,312.0,Norm,TA,Normal,1211,Inside,,WD ,0,Sawyer,Ex,55.0,CompShg,HdBoard,CBlock,1Fam,1968,0.0,,Unf,TA,AllPub,1Story,None,TA,0,TA,0,TA,0.0,0,0,LwQ,5,1968,2008,533.0,,63,1,Hip,Typ,TA,TA,1159.0,SBrkr,0,0,Feedr,0.0,TA,0,RL,3,,1,5,BLQ,Pave,8,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,322.0,314.0,5,Attchd,8250,1,1968.0,20,252,2255,164756
1103,Y,Gd,707.0,Norm,Ex,Normal,2046,Inside,,WD ,1,NridgHt,Ex,105.0,CompShg,VinylSd,PConc,1Fam,2006,400.0,,Fin,Ex,AllPub,1Story,BrkFace,Gd,0,TA,0,Ex,1.0,175,0,Unf,7,2005,2007,0.0,,65,2,Hip,Typ,TA,TA,2201.0,SBrkr,0,0,Norm,0.0,TA,188,RL,2,,2,5,GLQ,Pave,8,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,878.0,1494.0,10,Attchd,15431,1,2005.0,20,252,3090,512356
1104,Y,No,753.0,Norm,TA,Normal,1092,Inside,,WD ,1,MeadowV,Gd,21.0,CompShg,CemntBd,CBlock,Twnhs,1970,0.0,,,TA,AllPub,2Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1970,2006,0.0,,0,0,Gable,Typ,TA,,753.0,SBrkr,0,0,Norm,0.0,,0,RM,3,,1,7,Unf,Pave,6,0.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,0.0,0.0,4,,1936,1,,160,798,1590,116906
1105,Y,No,591.0,Norm,TA,Normal,1430,Inside,,WD ,1,Gilbert,Ex,62.0,CompShg,VinylSd,PConc,1Fam,2000,0.0,,RFn,TA,AllPub,SLvl,None,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1999,2009,0.0,,0,1,Gable,Typ,TA,TA,591.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,400.0,0.0,7,BuiltIn,7750,1,1999.0,80,908,1818,188956
1106,N,No,1261.0,Norm,Ex,Normal,1078,Inside,GdWo,WD ,0,OldTown,Ex,60.0,CompShg,MetalSd,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,112,0,Unf,6,1925,2009,0.0,,0,0,Gable,Typ,TA,TA,1261.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,Grvl,1,7,Unf,Pave,12,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,264.0,0.0,5,Detchd,10230,1,1987.0,30,252,2122,154856
1107,Y,No,650.0,Norm,TA,Normal,1691,Inside,MnPrv,WD ,0,NAmes,TA,90.0,CompShg,BrkComm,CBlock,1Fam,1967,0.0,,Unf,Gd,AllPub,1Story,None,,260,TA,0,TA,1.0,0,0,Unf,5,1967,2009,0.0,,67,0,Gable,Typ,TA,TA,1887.0,SBrkr,0,0,Feedr,0.0,Gd,0,RL,2,,1,5,Rec,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,550.0,1237.0,6,Attchd,9900,1,1967.0,20,252,2735,209856
1108,Y,No,215.0,Norm,Gd,Normal,1680,Corner,,WD ,0,Crawfor,Ex,,CompShg,Wd Sdng,CBlock,1Fam,2007,260.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,1.0,0,0,Unf,5,1988,2009,0.0,,44,1,Hip,Typ,Gd,TA,1087.0,SBrkr,182,0,Norm,0.0,TA,292,RL,3,,2,9,GLQ,Pave,12,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,540.0,872.0,6,Attchd,21695,1,1988.0,20,252,2724,261556
1109,N,No,331.0,Norm,TA,Normal,2200,Inside,GdPrv,WD ,2,Edwards,Gd,67.0,CompShg,MetalSd,CBlock,Duplex,2003,0.0,,,TA,AllPub,1.5Fin,None,,0,TA,0,TA,2.0,0,0,Unf,9,1900,2008,0.0,,70,0,Gable,Typ,TA,,1479.0,SBrkr,0,0,Feedr,0.0,,0,RL,4,,2,7,ALQ,Pave,9,0.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,0.0,1148.0,5,,8777,2,,90,1180,2316,177846
1110,Y,Mn,586.0,Norm,Gd,Normal,1675,Inside,,WD ,0,Timber,Ex,,CompShg,VinylSd,PConc,1Fam,2000,0.0,,RFn,Gd,AllPub,1Story,None,,0,TA,0,Ex,1.0,0,0,Unf,6,1999,2008,0.0,,52,0,Hip,Typ,TA,TA,1873.0,SBrkr,0,0,Norm,0.0,TA,165,RL,3,,2,5,GLQ,Pave,12,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,435.0,1287.0,6,Attchd,7915,1,1999.0,20,252,2719,231856
1111,Y,No,432.0,Norm,TA,Normal,1456,FR2,,WD ,1,NPkVill,TA,24.0,CompShg,Plywood,CBlock,Twnhs,1976,0.0,,Unf,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1976,2009,0.0,,0,1,Gable,Typ,TA,TA,1062.0,SBrkr,0,0,Norm,0.0,TA,87,RL,3,,2,6,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,440.0,630.0,6,Attchd,2280,1,1976.0,160,853,1899,180706
1112,Y,Mn,975.0,Norm,Gd,Normal,1536,Inside,,WD ,1,CollgCr,Ex,64.0,CompShg,VinylSd,PConc,1Fam,2005,0.0,,Fin,Gd,AllPub,2Story,None,,0,TA,0,Gd,0.0,0,0,Unf,6,2005,2007,0.0,,40,0,Gable,Typ,TA,TA,975.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,400.0,0.0,5,Attchd,9045,1,2005.0,60,1020,1812,201056
1113,Y,No,1321.0,Norm,TA,Abnorml,1114,Corner,,COD,0,NAmes,TA,90.0,CompShg,Plywood,CBlock,1Fam,1961,0.0,,RFn,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,164,0,Unf,5,1961,2008,0.0,,0,0,Gable,Typ,Gd,TA,1321.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,Unf,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,451.0,0.0,5,Attchd,9900,1,1961.0,20,252,2158,171356
1114,Y,No,618.0,Norm,TA,Normal,1342,Inside,,WD ,0,BrkSide,Ex,50.0,CompShg,Wd Sdng,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,TA,0,TA,0.0,0,0,Unf,7,1939,2008,0.0,,0,1,Gable,Typ,TA,TA,946.0,SBrkr,0,0,Norm,0.0,TA,0,RM,2,,2,5,LwQ,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,240.0,328.0,6,Detchd,6000,2,1939.0,50,720,1918,132856
1115,Y,No,227.0,Norm,TA,Normal,1297,Inside,,WD ,0,NAmes,Gd,74.0,CompShg,Wd Sdng,CBlock,1Fam,1990,650.0,,Fin,TA,AllPub,1Story,BrkFace,TA,0,TA,0,TA,0.0,0,0,Unf,5,1954,2009,0.0,,0,1,Hip,Typ,TA,TA,1504.0,SBrkr,0,0,Norm,1.0,TA,0,RL,3,,1,6,Rec,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,498.0,1277.0,5,Attchd,8532,1,1954.0,20,252,2341,185656
1116,Y,No,1271.0,Norm,TA,Normal,1350,Inside,MnPrv,WD ,0,NWAmes,TA,78.0,CompShg,HdBoard,CBlock,1Fam,1974,174.0,,RFn,TA,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1974,2009,0.0,,0,1,Hip,Typ,TA,TA,1271.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,478.0,0.0,6,Attchd,10140,1,1974.0,20,252,2394,198856
1117,Y,Gd,329.0,Norm,Ex,Abnorml,2276,Inside,,WD ,0,CollgCr,Ex,91.0,CompShg,VinylSd,PConc,1Fam,2008,554.0,,RFn,Gd,AllPub,1Story,Stone,Gd,70,TA,0,Gd,1.0,255,0,Unf,7,2008,2008,0.0,,0,2,Hip,Typ,TA,TA,2478.0,SBrkr,0,0,Norm,0.0,Gd,0,RL,3,,2,5,GLQ,Pave,6,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,1348.0,2149.0,9,Attchd,11778,1,2008.0,20,252,3320,539856
1118,Y,Gd,182.0,Norm,TA,Normal,2036,Inside,,WD ,0,Timber,TA,150.0,CompShg,BrkFace,CBlock,1Fam,1965,0.0,,RFn,TA,AllPub,1Story,None,Gd,0,TA,0,Gd,2.0,0,0,Rec,8,1965,2009,861.0,,0,2,Hip,Typ,TA,TA,2343.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,ALQ,Pave,6,2.0,IR3,Low,GasW,Y,Sev,BrkFace,513.0,1300.0,7,Attchd,215245,1,1965.0,20,252,3080,429856
1119,Y,No,1450.0,Norm,Fa,Normal,1440,Inside,,WD ,0,Edwards,TA,92.0,CompShg,VinylSd,CBlock,Duplex,1955,270.0,,,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,8,1955,2008,0.0,,0,0,Gable,Typ,TA,,1647.0,FuseF,0,0,Norm,0.0,,0,RL,4,,2,4,ALQ,Pave,9,0.0,Reg,Lvl,GasA,N,Gtl,VinylSd,0.0,197.0,4,,12108,2,,90,252,2484,147156
1120,Y,No,1219.0,Norm,TA,Normal,1012,Inside,MnPrv,WD ,0,IDOTRR,TA,59.0,CompShg,BrkFace,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,Gd,112,TA,0,TA,0.0,0,0,Unf,6,1920,2007,0.0,,22,1,Gable,Typ,TA,TA,1219.0,FuseA,0,0,Norm,0.0,TA,0,RM,2,,1,5,Unf,Pave,5,1.0,Reg,Bnk,GasA,Y,Mod,BrkFace,308.0,0.0,6,Detchd,8263,1,1920.0,30,252,2056,147596
1121,Y,No,215.0,Norm,Gd,Normal,1404,Inside,,WD ,1,Somerst,Ex,24.0,CompShg,VinylSd,PConc,Twnhs,2000,216.0,,Unf,Gd,AllPub,SLvl,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,5,1999,2008,0.0,,0,0,Gable,Typ,TA,TA,879.0,SBrkr,0,0,Norm,0.0,TA,20,FV,3,Pave,2,5,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,462.0,664.0,7,Detchd,2160,1,1999.0,160,972,1728,204356
1122,Y,No,905.0,Norm,TA,Normal,698,Inside,,WD ,0,Edwards,Ex,50.0,CompShg,VinylSd,CBlock,1Fam,2008,0.0,,,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,4,1947,2009,0.0,,200,0,Hip,Typ,Ex,,905.0,SBrkr,0,0,Norm,1.0,,0,RL,2,,1,9,Unf,Pave,6,0.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,0.0,0.0,5,,9405,1,,20,252,1742,147156
1123,Y,No,1148.0,Norm,TA,Normal,1644,Inside,,WD ,1,Gilbert,Ex,59.0,CompShg,VinylSd,PConc,1Fam,2000,0.0,,RFn,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1999,2007,0.0,,42,1,Gable,Typ,TA,TA,1148.0,SBrkr,0,0,Norm,0.0,TA,460,RL,3,,2,5,Unf,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,460.0,0.0,6,Attchd,9649,1,1999.0,60,935,2005,220856
1124,Y,,0.0,Norm,TA,Normal,2020,Inside,,WD ,0,SawyerW,TA,60.0,CompShg,Plywood,Slab,Duplex,1977,320.0,,Unf,TA,AllPub,1Story,BrkFace,TA,0,,0,,0.0,0,0,,10,1977,2007,0.0,,0,2,Gable,Typ,TA,TA,0.0,SBrkr,0,0,Feedr,0.0,TA,0,RH,4,,2,5,,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,630.0,0.0,5,Detchd,8400,2,1977.0,90,0,3064,175756
1125,Y,No,807.0,Norm,Gd,Normal,1200,Inside,,WD ,1,Somerst,Ex,30.0,CompShg,MetalSd,PConc,TwnhsE,2005,0.0,,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,0.0,0,0,Unf,4,2004,2010,0.0,,172,0,Gable,Typ,TA,TA,807.0,SBrkr,0,0,Norm,0.0,TA,0,FV,2,Pave,2,5,Unf,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,480.0,0.0,7,Detchd,3182,1,2004.0,160,852,1644,183456
1126,N,No,1000.0,Norm,Fa,Normal,1517,Corner,,WD ,0,IDOTRR,TA,85.0,CompShg,CemntBd,CBlock,1Fam,2005,0.0,,,TA,AllPub,1.5Fin,None,,144,TA,0,TA,0.0,0,0,Unf,7,1919,2007,0.0,,0,0,Gable,Typ,TA,,1000.0,FuseF,0,0,Artery,0.0,,0,RM,3,,2,7,Unf,Pave,8,0.0,Reg,Lvl,GasW,N,Gtl,CmentBd,0.0,0.0,5,,8500,1,,50,772,2041,143856
1127,Y,No,837.0,Norm,TA,Normal,725,Corner,,WD ,1,OldTown,TA,60.0,CompShg,VinylSd,BrkTil,1Fam,1998,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,4,1890,2009,0.0,,30,0,Gable,Typ,TA,TA,837.0,FuseA,0,0,Norm,0.0,TA,0,RL,1,Grvl,1,5,Unf,Pave,11,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,320.0,0.0,3,Detchd,10800,1,1959.0,30,252,1769,103706
1128,Y,No,350.0,Norm,Gd,Normal,845,Inside,,WD ,0,Mitchel,Gd,60.0,CompShg,HdBoard,CBlock,1Fam,2005,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,6,1982,2008,0.0,,0,0,Gable,Typ,TA,TA,1052.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,GLQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Plywood,264.0,702.0,5,Attchd,6600,1,1982.0,20,252,1889,165306
1129,Y,No,457.0,Norm,TA,Normal,1986,Inside,,WD ,1,NAmes,TA,85.0,CompShg,HdBoard,CBlock,1Fam,1990,176.0,,Unf,TA,AllPub,2Story,BrkFace,Fa,0,TA,0,TA,0.0,189,0,Unf,7,1965,2009,0.0,,42,3,Gable,Typ,TA,TA,975.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,6,BLQ,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,486.0,518.0,7,Attchd,13600,1,1965.0,60,1052,2230,242856
1130,Y,No,1675.0,Norm,Gd,Partial,1468,Inside,,New,0,Somerst,Ex,74.0,CompShg,VinylSd,PConc,1Fam,2009,72.0,,Fin,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,0.0,0,0,Unf,6,2008,2009,0.0,,150,1,Gable,Typ,TA,TA,1675.0,SBrkr,0,0,Feedr,0.0,TA,210,RL,3,,2,5,Unf,Pave,12,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,898.0,0.0,8,Attchd,9612,1,2008.0,20,252,2512,286416
1131,Y,No,143.0,Norm,TA,Normal,1360,Inside,MnPrv,WD ,0,NAmes,TA,60.0,CompShg,MetalSd,CBlock,1Fam,1955,0.0,,Unf,TA,AllPub,SLvl,None,TA,0,TA,0,TA,0.0,0,0,Unf,6,1955,2007,0.0,,50,1,Gable,Min1,TA,TA,591.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,ALQ,Pave,2,2.0,Reg,Bnk,GasA,Y,Mod,MetalSd,572.0,448.0,5,Detchd,7134,1,1962.0,80,252,2404,160356
1132,Y,No,919.0,Norm,TA,Abnorml,1032,Inside,MnPrv,COD,0,OldTown,Gd,56.0,CompShg,MetalSd,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,,112,Fa,0,TA,0.0,0,0,Rec,5,1924,2006,113.0,,0,0,Gable,Typ,TA,TA,1239.0,FuseA,0,0,Norm,0.0,TA,0,RM,2,Grvl,1,5,BLQ,Pave,6,1.0,Reg,Lvl,GasA,N,Gtl,MetalSd,280.0,207.0,6,Detchd,7741,1,1995.0,30,252,2076,136156
1133,Y,No,801.0,Norm,Gd,Normal,1327,Corner,,WD ,0,NAmes,Gd,75.0,CompShg,MetalSd,CBlock,1Fam,2002,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,7,1959,2007,0.0,,0,0,Gable,Typ,TA,TA,1270.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,Rec,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,624.0,469.0,5,Detchd,7388,1,1974.0,20,252,2371,183181
1134,Y,Av,1057.0,Norm,Gd,Normal,1764,Inside,,WD ,1,CollgCr,Ex,96.0,CompShg,VinylSd,PConc,1Fam,2000,192.0,,Unf,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1999,2008,0.0,,29,1,Gable,Typ,TA,TA,1057.0,SBrkr,0,0,Norm,0.0,TA,120,RL,3,,2,5,Unf,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,560.0,0.0,8,Attchd,11690,1,1999.0,60,1130,1930,245056
1135,Y,No,1569.0,Norm,TA,Normal,1586,CulDSac,,WD ,0,NWAmes,TA,48.0,CompShg,HdBoard,CBlock,1Fam,1998,0.0,,Unf,TA,AllPub,1Story,None,TA,0,Fa,0,Gd,0.0,0,0,Unf,7,1979,2009,0.0,,0,1,Gable,Typ,Gd,TA,1569.0,SBrkr,0,0,Norm,0.0,TA,192,RL,3,,2,5,Unf,Pave,1,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,435.0,0.0,6,Attchd,17043,1,1979.0,20,252,2630,216456
1136,Y,No,421.0,Norm,TA,Normal,1283,Inside,,WD ,0,NAmes,TA,70.0,CompShg,MetalSd,CBlock,1Fam,1980,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,BLQ,6,1962,2008,149.0,,0,0,Gable,Typ,Gd,TA,1138.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,7,Rec,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,506.0,568.0,5,Detchd,7763,1,1980.0,20,252,2327,171356
1137,Y,No,277.0,Norm,TA,Normal,1040,Inside,,WD ,0,Sawyer,Ex,70.0,CompShg,HdBoard,CBlock,1Fam,1965,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,5,1965,2008,0.0,,0,0,Hip,Typ,TA,TA,1247.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,Rec,Pave,2,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,384.0,970.0,5,Detchd,11200,1,1965.0,20,252,2084,159806
1138,Y,Mn,547.0,Norm,Gd,Normal,2649,Inside,,WD ,1,NridgHt,Ex,130.0,CompShg,VinylSd,PConc,1Fam,2002,1110.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Ex,1.0,0,0,Unf,10,2001,2008,0.0,,60,1,Gable,Typ,TA,TA,1686.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,2,5,GLQ,Pave,1,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,746.0,1139.0,8,Attchd,16900,1,2001.0,60,1386,2559,480731
1139,Y,No,552.0,Norm,TA,Normal,1507,Inside,GdWo,WD ,0,NAmes,Gd,70.0,CompShg,BrkFace,CBlock,1Fam,1960,0.0,,Unf,TA,AllPub,SLvl,None,,0,TA,0,TA,0.0,0,0,Unf,7,1960,2008,0.0,,0,0,Hip,Maj1,TA,TA,1282.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,2,5,ALQ,Pave,8,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,404.0,730.0,5,Basment,7910,1,1960.0,80,252,2551,157056
1140,Y,No,1348.0,Norm,TA,Abnorml,1141,Inside,,WD ,1,SawyerW,Ex,63.0,CompShg,VinylSd,PConc,1Fam,2005,0.0,,Unf,Gd,AllPub,1Story,None,,0,TA,0,Gd,0.0,0,0,Unf,6,2005,2006,0.0,,0,0,Gable,Typ,TA,TA,1348.0,SBrkr,0,0,RRAe,0.0,TA,0,RL,3,,1,5,Unf,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,484.0,0.0,6,Detchd,13072,1,2005.0,20,252,2185,174106
1141,Y,Mn,243.0,Norm,TA,Abnorml,952,Corner,,COD,0,NAmes,TA,60.0,CompShg,HdBoard,CBlock,1Fam,1951,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,4,1951,2008,0.0,,0,0,Gable,Typ,TA,TA,1159.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,1,7,ALQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,840.0,916.0,5,Detchd,7350,1,1988.0,20,252,1996,170256
1142,Y,No,753.0,Norm,TA,Normal,1092,Inside,GdPrv,WD ,1,MeadowV,TA,21.0,CompShg,CemntBd,CBlock,Twnhs,1970,0.0,,,TA,AllPub,2Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1970,2006,0.0,,34,0,Gable,Typ,TA,,753.0,SBrkr,0,0,Norm,0.0,,0,RM,3,,1,5,Unf,Pave,6,0.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,0.0,0.0,4,,1526,1,,160,798,1590,104806
